customer_id,gender,senior_citizen,tenure_months,monthly_fee,total_charges,payment_method,subscription_plan,churned
6908-VVYHM,Male,0,65,90.65,5931.0,Electronic,Premium,No
2959-EEXWB,Female,0,45,50.9,2333.85,Bank Transfer,Standard,No
1839-UMACK,Male,0,42,25.05,949.85,Electronic,Basic,No
3030-YDNRM,Male,0,8,74.85,572.45,Electronic,Standard,No
7321-KKSDU,Male,0,32,20.5,696.8,Mailed,Basic,No
3402-XRIUO,Female,1,22,63.55,1381.8,Mailed,Standard,No
3132-TVFDZ,Male,1,57,44.85,2572.95,Electronic,Basic,Yes
8286-AFUYI,Male,0,1,47.95,47.95,Electronic,Basic,No
8080-DDEMJ,Male,1,1,45.1,45.1,Electronic,Basic,Yes
8356-WUAOJ,Female,0,1,45.0,45.0,Electronic,Basic,No
6365-MTGZX,Male,0,24,96.0,2122.45,Electronic,Premium,Yes
1349-WXNGG,Male,0,1,20.05,20.05,Bank Transfer,Basic,Yes
8058-DMYRU,Male,1,54,90.05,4931.8,Electronic,Premium,No
9350-ZXYJC,Female,0,4,25.3,116.95,Credit Card,Basic,No
6990-YNRIO,Male,0,65,108.65,6937.95,Bank Transfer,Premium,Yes
8958-JPTRR,Female,0,56,24.3,1261.7,Electronic,Basic,No
6959-GQEGV,Male,0,45,75.95,3273.8,Electronic,Standard,No
3173-WSSUE,Female,0,71,19.7,1415.85,Credit Card,Basic,No
1265-HVPZB,Male,0,59,66.4,3958.2,Credit Card,Standard,No
4115-UMJFQ,Male,0,69,35.75,2492.25,Bank Transfer,Basic,No
7369-TRPFD,Male,0,19,18.8,279.2,Mailed,Basic,No
1098-KFQEC,Female,0,55,19.4,1083.0,Credit Card,Basic,No
7190-XHTWJ,Female,0,38,19.3,755.5,Mailed,Basic,No
0621-TWIEM,Male,0,10,45.55,402.6,Electronic,Basic,Yes
3537-RYBHH,Female,1,47,67.45,3252.0,Credit Card,Standard,No
2485-ITVKB,Female,0,2,35.1,68.75,Electronic,Basic,Yes
3669-OYSJI,Male,0,1,46.2,46.2,Credit Card,Basic,Yes
1612-EOHDH,Female,0,1,45.15,45.15,Electronic,Basic,Yes
6702-OHFWR,Male,1,1,43.3,43.3,Electronic,Basic,Yes
5296-BFCYD,Male,0,46,20.1,936.85,Mailed,Basic,No
4510-PYUSH,Female,1,38,57.15,2250.65,Credit Card,Standard,Yes
9359-JANWS,Female,0,65,58.9,3857.1,Credit Card,Standard,No
7517-SAWMO,Female,0,19,73.2,1441.1,Electronic,Standard,Yes
4143-HHPMK,Male,0,52,85.35,4338.6,Electronic,Premium,Yes
3279-DYZQM,Male,0,71,19.45,1378.45,Mailed,Basic,No
7054-LGEQW,Female,0,1,45.95,45.95,Mailed,Basic,Yes
0523-VNGTF,Female,1,52,50.5,2566.3,Electronic,Standard,No
9575-IWCAZ,Male,0,6,25.1,171.0,Mailed,Basic,No
7105-MXJLL,Female,1,26,60.7,1597.4,Mailed,Standard,No
7064-FRRSW,Male,1,48,99.0,4744.35,Electronic,Premium,No
7940-UQQUG,Female,0,64,104.4,6721.6,Bank Transfer,Premium,No
0923-PNFUB,Female,0,3,83.75,247.25,Electronic,Premium,Yes
3961-SXAXY,Male,0,1,44.05,44.05,Bank Transfer,Basic,No
7010-BRBUU,Male,0,72,24.1,1734.65,Credit Card,Basic,No
3566-HJGPK,Male,0,1,45.55,45.55,Mailed,Basic,No
3062-ICYZQ,Female,0,51,93.8,4539.35,Electronic,Premium,No
9938-PRCVK,Female,0,41,19.7,804.25,Bank Transfer,Basic,No
0973-KYVNF,Female,0,72,70.65,5011.15,Credit Card,Standard,No
5129-HHMZC,Female,0,43,86.45,3574.5,Credit Card,Premium,No
9637-CDTKZ,Male,0,72,114.1,8086.4,Credit Card,Premium,No
3946-JEWRQ,Male,0,47,95.2,4563.0,Credit Card,Premium,No
7873-CVMAW,Male,0,72,88.55,6362.35,Credit Card,Premium,No
0463-WZZKO,Male,0,3,20.75,67.1,Credit Card,Basic,No
3494-JCHRQ,Male,0,1,70.05,70.05,Electronic,Standard,Yes
6474-FVJLC,Male,0,2,86.0,165.45,Electronic,Premium,Yes
4524-QCSSM,Male,0,26,44.65,1156.55,Bank Transfer,Basic,No
5832-EXGTT,Male,0,29,60.2,1834.15,Mailed,Standard,No
8840-DQLGN,Female,1,35,100.5,3653.35,Bank Transfer,Premium,Yes
2039-JONDJ,Male,0,27,55.45,1477.65,Bank Transfer,Standard,No
7217-JYHOQ,Male,0,24,70.3,1706.45,Credit Card,Standard,No
6695-FRVEC,Male,0,67,60.4,3953.7,Bank Transfer,Standard,No
4547-LYTDD,Female,0,16,72.65,1194.3,Electronic,Standard,Yes
9894-QMIMJ,Female,0,23,55.8,1327.85,Bank Transfer,Standard,No
8069-YQQAJ,Male,0,14,31.1,419.7,Mailed,Basic,No
6770-XUAGN,Female,0,1,21.0,21.0,Electronic,Basic,Yes
4193-ORFCL,Female,1,1,45.1,45.1,Mailed,Basic,Yes
1636-NTNCO,Male,1,4,50.95,207.35,Credit Card,Standard,No
3466-WAESX,Male,0,16,69.1,1083.7,Electronic,Standard,No
9281-PKKZE,Female,0,46,43.95,2007.85,Electronic,Basic,No
3638-VBZTA,Male,0,68,86.5,5882.75,Bank Transfer,Premium,No
7459-IMVYU,Male,0,38,69.95,2657.55,Electronic,Standard,No
7776-QWNFX,Male,1,30,50.4,1527.5,Bank Transfer,Standard,Yes
6689-TCZHQ,Female,1,5,78.95,378.4,Electronic,Standard,Yes
8563-OYMQY,Male,0,17,90.95,1612.2,Credit Card,Premium,No
0754-EEBDC,Male,0,4,19.9,76.65,Mailed,Basic,No
5777-ZPQNC,Female,0,12,20.15,260.7,Electronic,Basic,No
1951-IEYXM,Male,0,72,90.6,6441.85,Credit Card,Premium,No
3318-NMQXL,Male,0,3,92.0,266.8,Electronic,Premium,No
3143-ILDAL,Male,0,56,94.45,5124.6,Electronic,Premium,Yes
1022-RKXDR,Female,0,41,24.85,962.25,Mailed,Basic,No
2361-FJWNO,Male,0,40,36.0,1382.9,Credit Card,Basic,No
2272-UOINI,Female,0,7,78.5,571.05,Electronic,Standard,No
8232-UTFOZ,Male,0,69,19.95,1399.35,Credit Card,Basic,No
3750-YHRYO,Male,0,7,20.65,150.0,Mailed,Basic,No
6637-KYRCV,Female,0,5,30.5,167.2,Electronic,Basic,No
5668-MEISB,Female,0,72,106.1,7657.4,Credit Card,Premium,No
0129-QMPDR,Male,0,44,20.5,865.05,Bank Transfer,Basic,No
7188-CBBBA,Female,0,65,95.5,6153.85,Electronic,Premium,No
5356-CSVSQ,Female,0,3,64.6,174.2,Electronic,Standard,No
3221-CJMSG,Male,0,24,51.1,1269.6,Credit Card,Standard,No
4720-VSTSI,Female,0,44,84.8,3862.55,Bank Transfer,Premium,Yes
3219-JQRSL,Female,1,72,89.1,6352.4,Credit Card,Premium,No
2801-NISEI,Male,0,24,54.95,1348.5,Electronic,Standard,No
3946-MHCZW,Male,0,1,50.9,50.9,Mailed,Standard,Yes
4623-ZKHLY,Male,0,22,20.45,471.55,Bank Transfer,Basic,No
6732-VAILE,Male,0,70,85.95,5931.75,Credit Card,Premium,No
8201-AAXCB,Male,0,25,60.35,1404.65,Electronic,Standard,No
7696-CFTAT,Male,0,37,19.8,726.1,Bank Transfer,Basic,No
1845-CSBRZ,Female,1,22,85.35,1961.6,Bank Transfer,Premium,No
2123-VSCOT,Female,0,59,72.1,4194.85,Bank Transfer,Standard,No
6651-AZVTJ,Male,0,49,99.8,4872.45,Electronic,Premium,Yes
4566-GOLUK,Male,0,47,107.35,5118.95,Bank Transfer,Premium,Yes
2484-DGXPZ,Female,0,31,19.55,658.95,Mailed,Basic,Yes
2018-QKYGT,Male,0,1,81.05,81.05,Electronic,Premium,No
2792-VPPET,Male,0,3,20.5,76.95,Electronic,Basic,No
7409-JURKQ,Female,0,53,111.8,5809.75,Bank Transfer,Premium,No
3247-MHJKM,Male,0,1,20.2,20.2,Mailed,Basic,No
1964-SVLEA,Male,0,20,19.7,415.9,Mailed,Basic,No
4587-NUKOX,Female,0,3,79.1,246.5,Electronic,Standard,Yes
7297-DVYGA,Female,0,51,19.85,996.95,Bank Transfer,Basic,No
2239-CGBUZ,Female,0,51,60.5,3145.15,Bank Transfer,Standard,No
0854-UYHZD,Female,0,13,19.55,265.3,Mailed,Basic,No
7243-LCGGZ,Female,0,1,20.9,20.9,Mailed,Basic,No
8267-KFGYD,Male,0,1,21.05,21.05,Mailed,Basic,No
4890-VMUAV,Male,0,63,71.5,4576.3,Electronic,Standard,No
9261-WDCAF,Male,0,3,54.65,189.1,Mailed,Standard,No
3764-MNMOI,Male,0,46,19.2,908.15,Credit Card,Basic,No
7442-YGZFK,Male,0,1,49.8,49.8,Credit Card,Basic,No
0420-BWTPW,Male,0,8,25.5,215.2,Mailed,Basic,Yes
8229-BUJHX,Female,0,71,20.5,1500.95,Bank Transfer,Basic,No
7449-HVPIV,Male,0,55,90.4,5099.15,Credit Card,Premium,No
5504-WSIUR,Female,0,70,90.25,6385.95,Bank Transfer,Premium,No
8183-ONMXC,Female,0,2,80.75,159.45,Electronic,Premium,Yes
8466-PZBLH,Male,0,67,104.6,6885.75,Bank Transfer,Premium,No
9614-RMGHA,Male,0,65,91.85,5940.85,Bank Transfer,Premium,Yes
8735-IJJEG,Male,0,14,50.2,668.85,Credit Card,Standard,No
0564-MUUQK,Female,0,20,95.5,1916.2,Bank Transfer,Premium,No
5054-IEXZT,Male,0,1,75.35,75.35,Electronic,Standard,Yes
5834-ASPWA,Male,0,1,75.45,75.45,Electronic,Standard,Yes
0701-RFGFI,Female,0,49,95.4,4613.95,Bank Transfer,Premium,No
0019-EFAEP,Female,0,72,101.3,7261.25,Bank Transfer,Premium,No
5619-PTMIK,Female,0,46,53.1,2459.8,Electronic,Standard,No
3737-XBQDD,Male,0,24,84.85,2048.8,Bank Transfer,Premium,No
5882-CMAZQ,Female,0,5,34.25,163.55,Electronic,Basic,No
5846-QFDFI,Female,0,33,88.6,2888.7,Credit Card,Premium,No
4445-KWOKW,Female,0,42,60.15,2421.6,Bank Transfer,Standard,No
3511-APPBJ,Male,0,23,99.95,2292.75,Credit Card,Premium,No
7967-HYCDE,Male,0,8,70.7,553.4,Bank Transfer,Standard,No
2430-RRYUW,Male,0,66,54.8,3465.7,Mailed,Standard,No
3948-XHGNA,Male,0,24,49.55,1210.4,Bank Transfer,Basic,Yes
3723-BFBGR,Male,1,24,54.8,1291.3,Credit Card,Standard,No
0565-IYCGT,Male,0,69,78.6,5356.45,Credit Card,Standard,Yes
5447-WZAFP,Female,0,53,100.3,5200.8,Mailed,Premium,No
5110-CHOPY,Female,0,60,53.6,3237.05,Electronic,Standard,No
5445-UTODQ,Female,0,7,81.1,576.65,Electronic,Premium,Yes
4425-OWHWB,Female,0,20,19.35,433.75,Credit Card,Basic,No
7892-QVYKW,Female,0,23,85.6,1868.4,Electronic,Premium,No
9675-ICXCT,Male,0,72,80.8,5728.55,Electronic,Premium,No
1024-VRZHF,Male,0,11,74.95,825.7,Electronic,Standard,Yes
4703-MQYKT,Male,0,21,19.6,390.4,Mailed,Basic,No
9497-QCMMS,Male,1,1,93.55,93.55,Electronic,Premium,Yes
5692-ICXLW,Male,1,31,90.7,2845.15,Electronic,Premium,No
0602-DDUML,Female,0,57,69.75,3894.4,Mailed,Standard,No
2208-MPXIO,Female,0,45,20.0,886.4,Bank Transfer,Basic,No
1960-UYCNN,Male,0,10,95.25,1021.55,Electronic,Premium,No
0348-SDKOL,Female,0,58,102.1,5885.4,Credit Card,Premium,Yes
3190-FZATL,Male,0,14,19.95,268.4,Mailed,Basic,No
7336-RLLRH,Male,0,27,80.85,2204.35,Mailed,Premium,No
4373-MAVJG,Female,0,14,90.9,1259.0,Bank Transfer,Premium,Yes
8901-HJXTF,Female,0,12,29.2,309.1,Mailed,Basic,Yes
7710-JSYOA,Female,0,69,93.3,6398.05,Bank Transfer,Premium,No
5419-KLXBN,Female,0,25,89.15,2257.75,Bank Transfer,Premium,Yes
3424-NMNBO,Male,1,58,108.85,6287.25,Electronic,Premium,Yes
9885-MFVSU,Female,0,35,46.35,1662.05,Credit Card,Basic,No
4514-GFCFI,Female,1,16,84.75,1350.15,Electronic,Premium,Yes
0607-MVMGC,Male,0,45,78.75,3600.65,Credit Card,Standard,No
3365-SAIGS,Female,0,17,83.55,1329.15,Electronic,Premium,No
9828-AOQLM,Female,0,1,45.7,45.7,Electronic,Basic,Yes
8022-BECSI,Male,0,22,19.6,422.5,Mailed,Basic,No
8000-REIQB,Female,1,1,69.95,69.95,Electronic,Standard,Yes
9993-LHIEB,Male,0,67,67.85,4627.65,Mailed,Standard,No
0266-CLZKZ,Female,0,67,105.65,6717.9,Bank Transfer,Premium,No
7615-ESMYF,Female,0,2,44.6,97.1,Electronic,Basic,Yes
3858-VOBET,Male,0,23,74.95,1710.45,Electronic,Standard,Yes
7020-OZKXZ,Female,1,9,75.5,637.4,Credit Card,Standard,No
3977-QCRSL,Female,0,5,20.15,117.95,Mailed,Basic,No
0017-DINOC,Male,0,54,45.2,2460.55,Credit Card,Basic,No
1447-PJGGA,Female,0,57,95.25,5464.65,Electronic,Premium,Yes
8565-CLBZW,Male,0,24,89.85,2165.05,Mailed,Premium,Yes
9139-WQQDY,Female,0,49,100.45,4941.8,Mailed,Premium,Yes
0224-HJAPT,Male,0,5,47.15,223.15,Electronic,Basic,Yes
8086-OVPWV,Male,0,2,80.2,181.1,Electronic,Premium,Yes
9430-FRQOC,Female,0,4,87.1,341.45,Mailed,Premium,Yes
7639-OPLNG,Male,0,70,79.25,5731.85,Bank Transfer,Standard,No
3074-GQWYX,Male,0,5,75.9,357.75,Bank Transfer,Standard,Yes
1492-QGCLU,Male,0,53,85.7,4616.1,Electronic,Premium,No
6845-RGTYS,Female,0,47,98.75,4533.7,Electronic,Premium,Yes
7328-OWMOM,Female,0,31,20.1,589.25,Credit Card,Basic,No
4418-LZMSV,Male,0,13,61.8,750.1,Bank Transfer,Standard,No
5155-AZQPB,Female,0,28,49.9,1410.25,Mailed,Basic,No
8861-HGGKB,Female,0,10,86.45,830.85,Electronic,Premium,Yes
1087-GRUYI,Male,0,38,20.4,743.5,Bank Transfer,Basic,No
7065-YUNRY,Female,0,1,45.3,45.3,Mailed,Basic,Yes
7694-VLBWQ,Male,0,67,104.1,7040.85,Electronic,Premium,Yes
2546-KZAAT,Male,0,52,75.4,3865.45,Mailed,Standard,No
0181-RITDD,Male,0,62,108.15,6825.65,Mailed,Premium,No
5989-PGKJB,Female,0,16,86.25,1340.1,Electronic,Premium,No
4795-KTRTH,Female,1,5,81.0,371.65,Electronic,Premium,Yes
8272-ONJLV,Male,0,12,95.7,1184.0,Electronic,Premium,No
1488-PBLJN,Female,0,72,116.85,8477.7,Bank Transfer,Premium,No
0308-GIQJT,Male,1,71,105.75,7382.85,Bank Transfer,Premium,No
3778-FOAQW,Female,0,24,20.15,456.85,Mailed,Basic,No
4452-ROHMO,Female,0,15,19.6,331.6,Mailed,Basic,No
6481-OGDOO,Male,0,67,90.6,6056.15,Credit Card,Premium,Yes
3090-LETTY,Male,0,2,60.95,134.6,Bank Transfer,Standard,No
5349-AZPEW,Female,0,5,25.05,125.5,Mailed,Basic,No
3753-TSEMP,Female,0,15,88.15,1390.6,Electronic,Premium,Yes
8305-VHZBZ,Male,0,1,20.2,20.2,Mailed,Basic,Yes
9720-JJJOR,Male,0,41,60.3,2511.3,Bank Transfer,Standard,No
8100-HZZLJ,Female,0,43,63.95,2737.05,Electronic,Standard,No
8775-ERLNB,Male,1,1,74.3,74.3,Electronic,Standard,No
8309-IEYJD,Female,1,1,70.6,70.6,Mailed,Standard,No
9172-JITSM,Female,0,26,90.8,2361.8,Electronic,Premium,Yes
6298-QDFNH,Male,0,22,79.35,1730.35,Electronic,Standard,Yes
7398-HPYZQ,Male,0,71,90.55,6404.0,Bank Transfer,Premium,No
3546-GHEAE,Male,0,7,19.45,165.35,Mailed,Basic,No
7361-YPXFS,Female,1,28,64.45,1867.6,Bank Transfer,Standard,No
6557-BZXLQ,Male,1,16,69.65,1043.3,Electronic,Standard,No
2550-QHZGP,Male,0,7,19.5,128.6,Mailed,Basic,No
7519-JTWQH,Female,0,69,110.5,7455.45,Bank Transfer,Premium,No
2538-OIMXF,Female,0,1,24.7,24.7,Mailed,Basic,No
8543-MSDMF,Male,0,3,77.4,206.15,Electronic,Standard,No
9961-JBNMK,Male,1,21,96.8,2030.3,Bank Transfer,Premium,Yes
1170-SASML,Female,0,69,85.4,5869.4,Bank Transfer,Premium,No
4872-JCVCA,Female,0,71,47.6,3377.8,Bank Transfer,Basic,No
5346-BZCHP,Female,0,69,19.4,1346.2,Mailed,Basic,No
2038-LLMLM,Female,0,48,103.85,4946.05,Electronic,Premium,No
6173-ITPWD,Male,0,47,83.35,4065.0,Bank Transfer,Premium,Yes
9734-UYXQI,Female,0,2,49.4,106.55,Electronic,Basic,Yes
1216-BGTSP,Male,0,45,108.45,4964.7,Credit Card,Premium,No
4138-NAXED,Male,0,51,81.0,4085.75,Bank Transfer,Premium,No
2189-UXTKY,Female,0,22,79.2,1742.75,Electronic,Standard,Yes
0744-BIKKF,Male,0,72,86.65,6224.8,Bank Transfer,Premium,No
7483-IQWIB,Male,0,37,92.95,3415.25,Electronic,Premium,No
5248-KWLAR,Male,0,71,90.35,6325.25,Electronic,Premium,No
4958-GZWIY,Male,0,7,48.7,340.25,Electronic,Basic,Yes
7996-MHXLW,Female,0,66,25.15,1683.6,Credit Card,Basic,No
7833-PKIHD,Male,0,51,76.4,3966.3,Bank Transfer,Standard,No
7061-OVMIM,Female,0,30,19.55,608.5,Bank Transfer,Basic,No
5153-RTHKF,Female,0,34,85.35,2896.6,Electronic,Premium,No
1852-QSWCD,Male,0,64,24.8,1514.85,Mailed,Basic,No
4832-VRBMR,Male,1,65,103.15,6792.45,Bank Transfer,Premium,No
9079-LWTFD,Male,0,47,100.75,4669.2,Mailed,Premium,No
6356-ELRKD,Female,0,1,95.6,95.6,Electronic,Premium,Yes
8624-GIOUT,Female,0,49,59.75,2934.3,Credit Card,Standard,Yes
3392-EHMNK,Female,0,67,94.1,6302.8,Credit Card,Premium,No
5986-WWXDV,Male,0,39,19.35,779.2,Bank Transfer,Basic,No
3061-BCKYI,Male,0,14,19.9,283.75,Mailed,Basic,No
6179-GJPSO,Female,1,43,108.15,4600.7,Credit Card,Premium,Yes
7901-TBKJX,Male,1,56,101.05,5594.0,Electronic,Premium,No
7228-PAQPD,Female,0,14,59.1,772.85,Credit Card,Standard,No
3177-LASXD,Female,0,1,71.35,71.35,Electronic,Standard,Yes
7746-QYVCO,Male,0,16,55.85,857.8,Mailed,Standard,No
5804-HYIEZ,Male,0,70,106.05,7554.05,Electronic,Premium,No
9919-FZDED,Male,1,72,84.1,5981.65,Credit Card,Premium,No
5934-TSSAU,Female,0,23,75.3,1702.9,Credit Card,Standard,No
3486-KHMLI,Male,0,21,24.7,467.15,Mailed,Basic,No
4897-QSUYC,Female,0,1,20.15,20.15,Mailed,Basic,Yes
1084-UQCHV,Male,0,1,69.75,69.75,Bank Transfer,Standard,Yes
8290-YWKHZ,Female,1,32,93.2,2931.0,Electronic,Premium,Yes
2955-BJZHG,Male,0,17,80.85,1400.85,Electronic,Premium,Yes
3806-DXQOM,Female,0,4,33.65,137.85,Electronic,Basic,Yes
6784-XYJAE,Female,0,36,55.8,1941.5,Electronic,Standard,No
3933-DQPWX,Female,0,50,39.7,1932.75,Credit Card,Basic,No
6661-EIPZC,Female,0,48,29.5,1423.05,Credit Card,Basic,No
8957-THMOA,Female,0,50,20.15,970.85,Credit Card,Basic,No
2251-PYLPB,Male,0,72,79.55,5810.9,Credit Card,Standard,No
5555-RNPGT,Male,0,10,24.8,223.9,Credit Card,Basic,No
1057-FOGLZ,Female,0,18,19.65,391.7,Mailed,Basic,No
9300-RENDD,Male,0,1,79.95,79.95,Electronic,Standard,Yes
0761-AETCS,Female,0,1,19.3,19.3,Electronic,Basic,Yes
8087-LGYHQ,Male,0,9,94.05,811.65,Electronic,Premium,No
4137-BTIKL,Male,0,2,90.75,174.75,Mailed,Premium,No
2190-BCXEC,Female,0,40,78.85,3126.85,Credit Card,Standard,No
6227-FBDXH,Male,0,69,99.5,6841.45,Bank Transfer,Premium,No
2153-MREFK,Female,0,37,99.2,3754.6,Electronic,Premium,Yes
2911-WDXMV,Male,0,18,80.55,1406.65,Credit Card,Premium,No
7206-PQBBZ,Male,1,11,70.2,834.7,Electronic,Standard,No
3106-ULWFW,Female,0,8,85.2,627.4,Credit Card,Premium,Yes
0925-VYDLG,Female,0,3,75.25,242.0,Electronic,Standard,Yes
4547-FZJWE,Male,0,55,59.45,3157.0,Credit Card,Standard,No
7422-WNBTY,Male,0,33,93.35,3092.0,Electronic,Premium,No
0842-IWYCP,Female,0,46,44.95,2168.9,Bank Transfer,Basic,No
3521-HTQTV,Male,0,34,26.1,980.35,Bank Transfer,Basic,No
3744-ZBHON,Female,0,3,20.2,65.95,Electronic,Basic,No
3373-DIUUN,Male,0,30,21.25,711.9,Mailed,Basic,No
8383-SGHJU,Female,0,33,59.4,1952.8,Electronic,Standard,No
7607-QKKTJ,Male,0,45,95.0,4368.85,Credit Card,Premium,No
7707-PYBBH,Male,0,40,61.9,2647.1,Mailed,Standard,No
8984-HPEMB,Female,0,71,118.65,8477.6,Electronic,Premium,No
4349-GFQHK,Male,0,1,54.35,54.35,Electronic,Standard,Yes
4139-DETXS,Female,0,72,64.45,4528.0,Bank Transfer,Standard,No
9779-DPNEJ,Female,0,22,80.15,1790.65,Electronic,Premium,No
9805-FILKB,Male,0,46,20.2,845.6,Bank Transfer,Basic,No
5793-YOLJN,Female,0,55,21.0,1210.3,Mailed,Basic,No
0673-IGUQO,Male,0,1,20.45,20.45,Mailed,Basic,No
4123-FCVCB,Female,0,12,75.85,854.45,Mailed,Standard,No
8819-IMISP,Male,0,31,80.45,2429.1,Electronic,Premium,No
7802-EFKNY,Male,0,5,24.95,100.4,Electronic,Basic,Yes
8311-UEUAB,Female,0,67,75.5,5229.45,Electronic,Standard,No
5858-EAFCZ,Male,0,1,44.45,44.45,Mailed,Basic,No
8035-BUYVG,Male,0,40,42.35,1716.45,Electronic,Basic,Yes
1163-ONYEY,Male,0,41,74.55,3023.55,Credit Card,Standard,No
9787-XVQIU,Male,0,1,75.3,75.3,Electronic,Standard,Yes
8945-MUQUF,Male,0,51,94.8,4837.6,Electronic,Premium,Yes
5656-MJEFC,Male,0,42,48.15,2032.3,Credit Card,Basic,No
6082-OQFBA,Male,0,23,19.65,436.9,Mailed,Basic,No
8051-HJRLT,Female,1,1,70.55,70.55,Electronic,Standard,Yes
8974-OVACP,Female,0,1,20.15,20.15,Mailed,Basic,No
4010-YLMVT,Female,0,56,106.6,5893.95,Credit Card,Premium,No
1379-FRVEB,Male,0,15,91.0,1430.05,Electronic,Premium,No
8612-GXIDD,Male,0,12,25.4,313.0,Bank Transfer,Basic,No
6288-CHQJB,Female,0,54,69.95,3871.85,Bank Transfer,Standard,No
8160-HOWOX,Female,0,7,66.85,458.1,Electronic,Standard,No
3023-GFLBR,Female,0,33,86.15,2745.7,Credit Card,Premium,Yes
6648-INWPS,Male,0,16,20.15,341.35,Electronic,Basic,No
4223-BKEOR,Female,0,21,64.85,1336.8,Mailed,Standard,No
4079-VTGLK,Male,1,30,74.85,2181.75,Electronic,Standard,No
1763-WQFUK,Male,0,3,50.5,147.75,Mailed,Standard,No
1391-UBDAR,Male,0,11,72.9,818.45,Electronic,Standard,No
8894-JVDCV,Female,0,62,115.05,7133.45,Credit Card,Premium,No
2023-VQFDL,Male,0,18,19.0,348.8,Electronic,Basic,No
1345-GKDZZ,Male,0,6,19.55,128.6,Mailed,Basic,No
2014-MKGMH,Female,0,46,101.1,4674.4,Electronic,Premium,No
5628-FCGYG,Male,0,21,84.1,1737.45,Electronic,Premium,No
2560-WBWXF,Male,0,68,24.15,1498.85,Bank Transfer,Basic,No
0248-IPDFW,Female,0,1,50.1,50.1,Electronic,Standard,No
7978-DKUQH,Female,0,25,74.6,1797.75,Electronic,Standard,No
4335-UPJSI,Female,0,24,19.75,498.1,Mailed,Basic,No
0524-IAVZO,Female,0,30,85.0,2624.25,Electronic,Premium,Yes
2737-YNGYW,Female,0,2,80.55,184.1,Electronic,Premium,Yes
1784-EZDKJ,Male,0,51,106.8,5498.8,Bank Transfer,Premium,No
9297-FVVDH,Female,0,57,84.5,4845.4,Electronic,Premium,No
8007-YYPWD,Female,0,15,25.05,369.1,Bank Transfer,Basic,No
7101-HRBLJ,Female,0,72,83.7,6096.9,Bank Transfer,Premium,No
5159-YFPKQ,Female,0,2,75.8,160.75,Electronic,Standard,Yes
6635-CPNUN,Male,0,28,96.6,2684.35,Credit Card,Premium,No
4021-RQSNY,Male,1,29,98.5,3004.15,Electronic,Premium,Yes
5453-YBTWV,Male,0,70,101.1,6994.8,Credit Card,Premium,No
5039-LZRQT,Female,0,13,20.2,273.25,Mailed,Basic,No
2931-VUVJN,Female,1,59,94.05,5483.9,Electronic,Premium,No
9061-TIHDA,Male,1,13,95.25,1233.65,Electronic,Premium,Yes
8699-ASUFO,Male,1,7,74.4,527.9,Mailed,Standard,Yes
6418-PIQSP,Female,0,62,81.0,4985.9,Mailed,Premium,No
8220-OCUFY,Female,0,21,60.25,1258.35,Electronic,Standard,No
3995-WFCSM,Female,0,2,60.85,111.4,Electronic,Standard,No
1895-QTKDO,Female,0,1,43.95,43.95,Credit Card,Basic,No
2038-OEQZH,Male,0,4,86.05,308.1,Electronic,Premium,No
1178-PZGAB,Female,0,19,20.25,383.65,Credit Card,Basic,No
7927-AUXBZ,Female,0,30,85.15,2555.9,Electronic,Premium,Yes
2626-VEEWG,Male,0,67,19.4,1284.2,Credit Card,Basic,No
2878-RMWXY,Male,1,72,102.65,7550.3,Credit Card,Premium,No
1657-DYMBM,Male,0,53,19.9,1110.05,Credit Card,Basic,No
7311-MQJCH,Female,0,5,19.55,99.6,Electronic,Basic,No
7375-WMVMT,Male,1,71,95.5,6707.15,Credit Card,Premium,No
1136-XGEQU,Female,0,50,84.15,4164.4,Credit Card,Premium,No
2530-FMFXO,Male,0,56,103.2,5873.75,Electronic,Premium,No
6844-DZKRF,Male,0,2,50.2,109.25,Credit Card,Standard,No
4695-WJZUE,Female,1,2,88.55,179.25,Electronic,Premium,Yes
7619-ODSGN,Male,0,24,54.75,1338.15,Electronic,Standard,Yes
5970-GHJAW,Male,0,46,19.95,862.4,Credit Card,Basic,No
8879-XUAHX,Male,0,71,116.25,8564.75,Electronic,Premium,No
3689-MOZGR,Female,0,29,31.2,926.2,Electronic,Basic,No
4195-PNGZS,Male,0,69,24.45,1718.2,Bank Transfer,Basic,No
5003-XZWWO,Male,0,71,84.2,5956.85,Credit Card,Premium,No
3988-RQIXO,Female,1,1,91.3,91.3,Electronic,Premium,Yes
7622-FWGEW,Male,1,56,85.65,4824.45,Bank Transfer,Premium,No
6922-NCEDI,Male,0,56,21.2,1238.65,Mailed,Basic,No
2514-GINMM,Male,0,1,79.5,79.5,Electronic,Standard,Yes
9891-NQDBD,Female,0,28,25.55,672.2,Mailed,Basic,No
6131-IUNXN,Female,0,19,20.2,382.2,Mailed,Basic,No
8548-AWOFC,Male,0,66,63.85,4264.6,Electronic,Standard,No
9798-DRYDS,Female,0,17,61.95,1070.7,Mailed,Standard,No
8532-UEFWH,Male,0,52,25.75,1345.85,Mailed,Basic,No
6296-DDOOR,Female,0,19,58.2,1045.25,Electronic,Standard,No
7951-VRDVK,Female,0,36,85.85,3003.55,Bank Transfer,Premium,No
5931-FLJJF,Male,1,7,70.1,467.55,Mailed,Standard,Yes
